Command,Link,Description
show ip mobile multicast-vlan-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mob-mtcst-vlan.htm,This command displays the mobility multicast VLAN table information.
show ip mobile traffic,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-trfc.htm,This command displays the mobile IP protocol statistics for the following:
show ip mobile tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-mob-tnl.htm,This command displays statistics and configuration information for the Mobile Tunnel.
show ip mobile visitor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-mob-visit.htm,This command displays statistics and configuration information for the mobile nodes visiting a foreign agent.
show ip nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-nexthop-ls.htm,"This command displays the next hop list settings for policy-based routing. A next hop IP is the IP address of a adjacent router or device with layer-2 connectivity to the Gateway. The next hop list provides redundancy for the next hop devices by forwarding the traffic to a backup next hop device in case of failures. If active next hop device on the list becomes unreachable, traffic matching a policy-based routing ACL is forwarded using the highest-priority active next hop on the list."
show ip oap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-oap.htm,This command displays OAP information.
show ip oap advertise,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-advert.htm,"This command displays the received configuration from the Mobility Conductor. Issue this command to view the entire configuration saved on the gateway, including all profiles, ACLs, and interface settings."
show ip oap advertise verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-advert-verb.htm,This command displays the advertised IP OAP tunnels information that can be used for debugging.
show ip oap hub-mesh nexthops,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-msh-nxthops.htm,This command displays information about the hub-mesh nexthops.
show ip oap hub-mesh nodes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-msh-nodes.htm,This command displays information about the hub-mesh nodes.
show ip oap hub-mesh topology,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-msh-topo.htm,This command displays information about the hub-mesh topology.
show ip oap route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-route.htm,This command displays information about an Overlay Agent Protocol route.
show ip oap route all verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-route-all-verb.htm,This command displays information about all the Overlay Agent Protocol routes.
show ip oap tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-tnl.htm,This command displays information about the Overlay Agent Protocol tunnel.
show ip ospf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-ospf.htm,This command display statistics and configuration information for the OSPF routing protocol for a gateway.
show ip ospf database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-ospf-db.htm,This command displays the statistics and configuration information for the OSPF routing protocol for a gateway.
show ip ospf interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-ospf-interface.htm,This command displays the statistics and configuration information for the OSPF routing protocol for a gateway interface.
show ip ospf neighbor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-ospf-neighbor.htm,This command displays the statistics and configuration information for the OSPF routing protocol for a neighbor gateway.
show ip pim group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-pim-group.htm,This command displays the multicast group membership table.
show ip pim statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-pim-statistics.htm,This command displays the multicast PIM statistics in a Gateway device.
show ip pppoe-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-pppoe-info.htm,This command displays the configuration settings for PPPoE.
show ip prefix-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-prefix.htm,This command displays the information about a prefix list or prefix list entries for the Gateways.
show ip probe,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-probe.htm,"This command displays the health-check profile settings for measuring WAN reachability and latency on a gateway uplink, and the default probe profile settings for PBR using next-hop lists."
show ip radius source-interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-radius.htm,This command displays the global parameters for configured RADIUS servers and the source interface address of outgoing RADIUS requests for a gateway.
show ip-reputation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-rep.htm,This command displays the IP reputation status.
show ip rip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-rip.htm,This command displays the statistics and configuration information of the Routing Information Protocol (RIP) for a gateway.
show ip rip interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-rip-intrfc.htm,This command displays the RIP interface information from a specified gateway.
show ip rip neighbors,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-rip-nghbrs.htm,This command displays the RIP neighbor information from a specified gateway.
show ip route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-route.htm,This command displays the Mobility Master routing table with static routes configured on the Mobility Master.
show ip route counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-route-counter.htm,"This command displays the number of routes present in a gateway, categorized by type."
show ip vrf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-vrf.htm,This command displays information on Virtual Routing and Forwarding (VRF) instances running on the Gateway.
show ipv6 dhcp database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ipv6-dhcp-dbs.htm,This command displays the DHCPv6 server settings.
show ipv6 firewall,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ipv6-firewall.htm,This command displays the status of all the IPv6 firewall configurations available in a gateway.
show ipv6 global,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-global.htm,This command displays IPv6 global config information on a gateway.
show ipv6 interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-interface.htm,This command displays the usability status of all interfaces configured for IPv6 on a gateway.
show ipv6 mld config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mld-config.htm,This command displays the Multicast Listener Discovery (MLD) configuration details of a gateway.
show ipv6 mld counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mld-countr.htm,This command displays the statistics of Multicast Listener Discovery (MLD) interface counters in a gateway.
show ipv6 mld group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ipv6-mld-grp.htm,This command displays the details of the Multicast Listener Discovery (MLD) group. It shows the multicast groups that are directly connected to the router and that were identified through MLD.
show ipv6 mld interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mld-intf.htm,This command displays multicast-related information about a gateway interface.
show ipv6 mld proxy-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mld-prx-gr.htm,This command displays the MLD proxy group details of a gateway.
show ipv6 mld proxy-mobility-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mprx-mbgrp.htm,This command displays the MLD proxy-mobility-group details of a gateway.
show ipv6 mld proxy-mobility-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mprx-mbsts.htm,This command displays the details of MLD proxy-mobility statistics of a gateway.
show ipv6 mld proxy-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mprx-stt.htm,This command displays the status of the MLD proxy of a gateway.
show ipv6 neighbors,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-neighb.htm,This command displays the IPv6 neighbors configured on a VLAN interface. This command shows IPv6 neighbor discovery (ND) cache information on a VLAN interface via the ipv6 neighbor command.
show ipv6 ra,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-ra-proxy.htm,This command displays the RA proxy server information and IPv6 RA.
show ipv6 route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-route.htm,"This command displays the IPv6 routing table, also displays the static IPv6 routes configured on the gateway."
show iostat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-iostat.htm,This command displays Input/Output statistics information. This command reports Central Processing Unit (CPU) statistics and Input/Output statistics for devices and partitions.
show keys,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-keys.htm,This command displays if optional keys and features are enabled or disabled on the Gateway.
show lacp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lacp.htm,This command displays the Link Aggregation Control Protocol (LACP) configuration status.
show lacp status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lacp-stat.htm,This command displays the Link Aggregation Control Protocol (LACP) configuration status.
show lc-cluster exclude-vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-ex-vlan.htm,This command displays the VLANs excluded from probing.
show lc-cluster group-membership,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clust-grp-mem.htm,This command displays information related to group membership for a gateway cluster. It shows the active cluster member of a gateway cluster profile.
show lc-cluster group profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clstr-pro.htm,This command displays information related to the gateway cluster profile.
show lc-cluster gsm counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-gsm.htm,This command displays the counters pertaining to various GSM events.
show lc-cluster heartbeat counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-heartbeat.htm,This command displays the cluster heartbeat counters.
show lc-cluster history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-hist.htm,This command displays the cluster history.
show lc-cluster load distribution ap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clstr-ap.htm,This command displays information related to the current load distribution on the AP.
show lc-cluster load distribution client,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clstr-clnt.htm,This command displays information related to the current load distribution on the gateway cluster client.
show lc-cluster papi counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-papi.htm,This command displays the cluster PAPI counters.
show lc-cluster vlan-probe,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clstr-stat.htm,This command displays information related to vlan probe for a gateway cluster. It shows the active cluster member of a gateway cluster profile.
show lldp interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lldp-intf.htm,This command displays the LLDP interfaces information.
show lldp neighbor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lldp-neighbor.htm,This command displays information about LLDP peers and traffic information for the neighboring gateway.
show lldp statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lldp-stats.htm,"This command displays the LLDP statistics information of a gateway. By default, this command displays LLDP statistics for the entire list of LLDP interfaces."
show lhm status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lhm.htm,"This command displays the number of times the policies configured on an AP have run. If there are no policies configured on the AP, the status shows up as Empty in this command output."
show license client-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lic-cltbl.htm,This command when executed from the CLI of a managed device to view license limits applied to that managed device from its licensing pool.
show license debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lic-db.htm,This command displays a summary of Mobility Master's licensing role and IP address.
show license heartbeat stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lic-hrtbts.htm,This command displays the license heartbeat statistics between the centralized licensing server and the license client.
show license verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lic-vbr.htm,This command displays verbose output.
show loginsessions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-loginsess.htm,This command displays the current administrator login sessions statistics.
show log all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-all.htm,This command displays the log files of a gateway.
show log all | include central,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-log-all-include-central.htm,This command displays all the logs for the gateway that includes Central as the keyword.
show log ap-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-usr-dbg.htm,This command displays the controller’s AP debug logs.
show log arm all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-arm-usr.htm,This command displays the gateway's ARM user debug logs.
show log arm-user-debug all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-arm-dbg.htm,This command displays the gateway’s ARM user debug logs.
show log convert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-convert.htm,This command displays image conversion details for the AP.
show log debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-debug.htm,This command shows the AP full log. It displays the log output from the specified number of lines from the end of the log.
show log driver,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-driver.htm,This command displays the status of drivers configured on the AP.
show log errorlog,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log_error.htm,This command displays the gateway’s system errors and other critical information. It shows all the error logs for the gateway.
show log kernel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show_log_kernel.htm,This command displays AP’s kernel logs.
show log l3-mobility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-l3mobil.htm,This command displays the logs for Layer-3 mobility domains configured on an Instant AP.
show log network,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-ntwk.htm,This command displays the AP's system network errors. It shows the log output from the specified number of lines from the end of the log.
show log network all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-ntwk-all.htm,This command shows all the system network errors of a gateway.
show log openflow,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-openflow.htm,This command displays the OpenFlow logs of an Instant AP.
show log pppd,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-pppd.htm,This command displays the PPPd network connection details.
show log provision,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show_log_provision.htm,This command displays logs related to provision process and corresponding communication with Activate.
show log rapper,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-rapper.htm,This command shows the details of VPN connection logs in detail.
show log rtls-to-cloud,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-rtls-clo.htm,This command displays the logs generated for the RTLS tags sent to Central.
show log sapd,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-sapd.htm,This command displays the sapd details.
show log security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-security.htm,This command displays security logs of the Instant AP.
show log security all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-log-securty-all.htm,This command displays all the security logs for the gateway.
show log system,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-system.htm,This command displays system logs of Instant AP.
show log system all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-system-all.htm,This command displays the controller’s system logs.
show log upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-upgrad.htm,This command shows image download from URL and upgrade details for both local image file and URL for the Instant AP.
show log user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-user.htm,This command displays the AP user logs.
show log user all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-user-all.htm,This command shows all of the controller’s user logs.
show log user-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-user-debug.htm,This command displays the AP user debug logs.
show log user-debug all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-usr-dbg-all.htm,This command displays the controller’s user debug logs.
show log vpn-tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-vpn-tunn.htm,This command displays the VPN tunnel status for the AP. Use this command to view a complete table of VPN tunnel status.
show log wireless,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-wireless.htm,This command displays the wireless logs of the AP.
show log wireless all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-wireless-all.htm,This command displays the controller’s wireless logs.
show mac-address-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-mac-add-tab.htm,This command displays the MAC forwarding table.
show master-local stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-mstr-lcl-stat.htm,"This command displays the statistics for communication between the gateway and the APs. By default, gateway and APs exchange heartbeat messages every 10 seconds. These heartbeats include a configuration timestamp. If a gateway has later timestamp than the AP, the state of the AP changes from ‘Update Successful’ to ‘Update Required’."
show memory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showmemory.htm,Displays the information about memory utilization for an AP.
show memory debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-memory-debug.htm,This command displays the detailed memory information of the debug memory errors.
show memory ecc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-memory-ecc.htm,This command displays the DRAM ecc counters.
show netdestination,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-netdst.htm,This command displays the IPv4 network destination entries that are configured on the AP.
show netstat stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-netstat.htm,"This command displays the aggregate statistics, or protocol type, port or IP address to filter the statistics displayed in the output of this command."
show network,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/shownetwork.htm,This command shows network configuration details for an Instant AP. Use this command to view a complete configuration details of a network profile on the Instant AP.
show ip nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-nexthop-list.htm,"This command displays the NextHop list settings of a single nexthop list based on the policy-based routing. A NextHop IP is the IP address of an adjacent router or device with layer-2 connectivity to AP. The NextHop list provides redundancy for the NextHop devices by forwarding the traffic to a backup NextHop device in case of failures. If active NextHop device on the list becomes unreachable, traffic matching a policy-based routing ACL is forwarded using the highest-priority active NextHop on the list."
show ip nexthop-list-details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-nexthop-list-details.htm,"This command displays the NextHop list details for policy-based routing. A NextHop IP is the IP address of an adjacent router or device with layer-2 connectivity to AP. The NextHop list provides redundancy for the NextHop devices by forwarding the traffic to a backup NextHop device in case of failures. If active NextHop device on the list becomes unreachable, traffic matching a policy-based routing ACL is forwarded using the highest-priority active NextHop on the list."
show ntp authentication-keys,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ntp-auth-keys.htm,This command displays information for the NTP authentication key.
show ntp debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ntp-debug.htm,This command displays NTP logs of the AP.
show ntp servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ntp-servers.htm,This command displays information for Network Time Protocol (NTP) servers.
show ntp status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ntp-status.htm,This command shows information about the NTP peerings of the AP. You can troubleshoot and view connection information of the AP with its NTP peer.
show opendns support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-opendns-supp.htm,This command displays the open DNS configuration details for an AP. The OpenDNS credentials are used by the AP to access OpenDNS to provide enterprise-level content filtering.
show openflow capabilities,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-openflow-cap.htm,This command displays the OpenFlow agent capabilities information of the gateway.
show openflow clickstream-statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-clickstr.htm,This command displays the configuration information about an OpenFlow clickstream statistics.
show openflow controller,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-contr.htm,This command displays the IP address of the OpenFlow Gateway.
show openflow controller detail,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-contr-deta.htm,This command displays the OpenFlow Gateway details.
show openflow debug ap-client state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-apclient.htm,This command displays the AP clients state information related to OpenFlow on the gateway cluster where OpenFlow is enabled.
show openflow debug event,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-event.htm,This command displays the information on the OpenFlow AP debug events.
show openflow debug flows,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-flow.htm,This command displays the flow information of the OpenFlow agent.
show openflow debug ports,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-port.htm,This command displays all the ports configured for OpenFlow.
show openflow flow-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-flowtab.htm,This command displays the list of flows installed by OpenFlow Gateway on the OpenFlow agent.
show openflow ports,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-ports.htm,This command displays all the ports configured for OpenFlow.
show openflow-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-pro.htm,This command displays the OpenFlow profile information configured on the gateway cluster.
show openflow statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-statis.htm,This command displays the OpenFlow statistics information.
show overlay bucketmap status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-bucketmap-stat.htm,This command displays the show overlay bucketmap status for a Gateway.
show overlay cluster-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay-clusterinfo.htm,This command displays the overlay cluster information for the Gateway.
show overlay multicast-vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay%20multicast-vlan.htm,This command displays the overlay multicast vlan information for the gateway cluster.
show overlay ssid-cluster status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay%20ssid-cluster%20status.htm,This command displays the information for the gateway cluster SSID.
show overlay tunnel config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay-tunnconf.htm,This command displays tunnel configuration information for the gateway cluster.
show packet-capture-defaults,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showpacketcapture.htm,This command displays the status of the parameters configured for packet-capture.
show papi kernel-socket-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-papi-kernel.htm,This command displays the state of the UDP PAPI sockets in the kernel.
show port link-event,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-port-link-event.htm,This command displays the link status on each port in the gateway.
show pppoe debug-logs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showpppoe.htm,This command shows PPPoE debug logs.
show pppoe status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-pppoe-status.htm,"This command displays the PPPoE status, including the PPPoE uplink state and information about the PPPoE server connection."
show process,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showprocess.htm,"This command displays a list of processes running on an AP. The output of this command provides information on the process ID, user ID of the user running the process, virtual memory consumed by the process, statistics and the command associated with the processes running on the AP."
show processes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-processes.htm,This command displays the list of all system processes running on the gateway. You can sort the list either by CPU-intensive or memory-intensive processes.
show process monitor statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-process-monitor-stats.htm,This command displays the current status of all the processes running under the process monitor watchdog.
show port status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-portstatus.htm,This command displays the activity statistics for each port on the AP.
show port-bonding status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-port-bonding-status.htm,This command displays the bonding status on each port of the Access Points.
show proxy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show_proxy_config.htm,This command displays the HTTP proxy configuration settings.
show proxy config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show_proxy.htm,This command displays the HTTP proxy configuration settings.
show radius-attributes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-rad-att.htm,This command displays the RADIUS attributes recognized by the gateway.
show radio config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-radio-config.htm,This command displays the 2.4 GHz and 5 GHz radio configuration details for an AP.
show radius status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-radius-stat.htm,This command displays the status of TLS tunnel between the AP and RadSec proxy. Use this command to view the status of TLS tunnel when RADIUS communication over TLS is enabled on an AP.
show radius-servers support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rad-serv-supp.htm,This command displays the RADIUS server configuration details for an AP.
show rights,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rights.htm,"This command displays the list of user roles in the roles table with high level details of role policies. To view role policies of a specific role, specify the role name."
show roleinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-roleinfo.htm,This command displays the role of the controller.
show route-access-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rout-acc-lst.htm,This command displays information about ACLs for Policy-based Routing (PBR).
show routing-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-rout-prof.htm,This commands displays all global static route status configured on an AP under routing-profile.
show route map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-route-map.htm,This command displays the configured route maps created for the cloud connect service.
show running-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-run-conf.htm,"This command displays the current Mobility Master configuration, including all pending changes that are yet to be saved. Use this command to see the complete running and pending configuration on the Mobility Master."
show saas app-list all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-app-li.htm,This command displays the list of all the SaaS applications that are being monitored by a Branch Gateway.
show saas dns-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-dnsl.htm,This command displays all the DNS probes sent by the Branch Gateway and the client to discover the server IP address.
show saas dns-transactions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-dnstr.htm,This command displays the DNS transactions made by the SaaS applications that are being monitored by the gateway.
show saas fastdpi-prefix-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-fstdpi-pref.htm,This command displays details of public network prefixes used by Microsoft Office 365.
show saas path-steer-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-psp.htm,This command displays the exit profiles for all the SaaS applications.
show saas threshold-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-tp.htm,This command displays the threshold profiles and the corresponding values that are configured in Aruba Central. It is used to measure the Quality of Experience (QoE).
show slots,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-slots.htm,"This command displays the list of slots in the managed device, including the status and card type."
show snmp community,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-snmp-comm.htm,This command displays the SNMP community string details.
show snmp inform stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-snmp-inform.htm,This command displays the size of the SNMP inform queue.
show socket,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-sockets.htm,This command displays the list of active sockets for each protocol on the device.
